我们	rywu
火急	oyqv
差旅	papq
灾难片	pcst
客运站	pcuv
变音	pcxy
生存率	pdac
完小	pfii
完爆	pfoj
安土重迁	pfqq
赛璐珞	pggo
生皮	pghc
寅虎	pghn
兀鹰	pgow
生相	pgtg
差得远	phfq
实学	piib
实足	pilh
实意	pixn
宋明理学	pjgi
军规	plam
穷究	plpv
施药	pmax
农民革命	pnqw
定居点	pnvo
农业大学	podi
寤寐求之	ppfp
安守本分	ppjm
冤冤相报何时了	pptb
官官相护	pptr
弯弯绕	ppxx
成千成万	pqpg
富集	prmb
宁河	psis
空怀	psng
空身	psyt
放达	ptdp
牛股	ptex
放怀	ptng
牛杂	ptvi
寤寐	pupu
定子	pwbo
定级	pwxe
弯管	pxtp
空调机	pysn
辞工	qaag
甜水	qahi
千夫长	qahs
乌七八糟	qamo
多年生	qapg
包工包料	qaqo
急死我了	qbrb
钓鱼台	qcck
铃音	qdxy
勒布朗	qdyv
多用途	qewi
危地马拉	qfcr
镇店	qfok
名声扫地	qfrf
鸟枪	qgsw
外痔	qhuf
外倾	qhwa
刮宫	qjpk
名实	qkpi
包票	qlbi
包办代替	qlha
多快好省	qnvi
多极	qose
销售一空	qrgp
铜版纸	qsxs
千秋万载	qtgj
锄禾日当午	qtjr
敌害	qtjr
千里挑一	qurg
雏妓	qvvf
争创一流	qwgi
重修旧好	qwhv
首功	qyal
首恶	qygo
首笔	qytc
捞面	radl
拒载	rajl
拙于	rbfh
撒手锏	rcqu
反相	rctg
扩大再生产	rdku
拉布拉多	rdrq
摇臂	reda
拥军	repl
摇杆	resf
扔弃	reyc
按需分配	rfms
搜索枯肠	rfse
打地鼠	rfvu
持证	rfyg
共居	rgnd
反政府	rgow
捏一把汗	rgri
兵线	rgxg
打虎拍蝇	rhrj
抄没	riix
报端	rium
挡驾	rivc
报章	rixf
舞技	rlrf
排号	rmkw
揣想	rmtn
副司令	rndy
近几天	rngd
掘井	rnxg
焦耳	robg
护城	rofp
探班	rogv
拉粑粑	rooj
焦枯	rosd
失之毫厘	rphd
近世	rpkd
捣药	rqax
扬名天下	rqgg
副镇长	rqhs
挺烦	rqod
缺斤短两	rrce
排斥异己	rrll
推延	rrtc
推磨	rrvd
摸头	rsiw
技术宅	rspm
雅称	rttq
撑门面	rudl
押宝	rupb
拼板	rusr
撞毁	ruva
招黑	rvbb
抽刀断水	rvoh
抢票	rwbi
捉拿归案	rwjp
排位赛	rwpm
失修	rwwh
指示器	rwxd
近体诗	rwyf
找平	rxfu
撤资	rykm
横匾	saao
框图	salt
横冲	saus
印钞	sbqi
印务	sbtl
格陵兰	sbuf
幕前	sbuw
格鲁吉亚	scfg
可知论	scyw
酷睿	sehp
樟脑丸	sevy
杜马	sfco
中彩	shes
覆舟	shet
西南政法大学	shgi
棋高一着	shgp
棋力	shla
中雨	shmk
中控	shrp
槁木	shss
中伏	shwd
西洋画	sigl
标题党	sjjq
版本号	sjkw
查禁	sjmw
可的松	sksm
配出	slbm
乞力马扎罗山	slcm
中国当代	slih
五谷不分	smgm
松解	smqe
机炮	snoq
机织	snxk
可视电话	sojy
楼管	sotp
格纹	soxc
中生代	sphy
样片	spst
五道口	sqkk
柳巷	sqrl
植树节	ssab
杠杆原理	ssdg
木墩	ssfy
西印度群岛	sslq
杯中物	ssnq
校史	sukr
校名	suqk
杨戬	svgo
机灵鬼	svqc
标间	swuj
柳绿花红	sxax
机器码	sxdc
檀板	sysr
稳坐钓鱼台	taqc
私货	tchm
私车	tclg
笔体	tcwj
笼屉	tdnk
租书	tehb
相烦	tgod
科学馆	tihp
积垢	tkff
穆勒	tkql
贤达	tmdp
条分缕析	tmxs
秘本	tnjj
息影	tnki
愁眉紧锁	tntq
管见	tpms
稀落	trai
右旋	trpw
相反相成	trtp
自旋	ttpw
剩男	tull
竖线	tuxg
自毁前程	tvut
系统科学	txti
入流	tyiy
野物	uanq
交通管制	uctl
冲厕所	udlr
病夫	ueaa
并获	ueav
美加	ugvn
冰坨	uhfp
门泊东吴万里船	uiae
瘠薄	uiai
阔少	uiit
亲弟	uiux
六朝金粉	ukbo
癌肿	ukes
郸城	ulfp
冷却水	ulhi
单摆	ulrl
单杆	ulsf
兽性大发	undh
新特性	unnp
凌迟处死	untb
旁骛	upct
净增	uqfl
酱肉	uqmi
立锥之地	uqpf
净利	uqtj
准奏	urdw
交管	urtp
交谊	uryp
痦子	usbo
冲喜	usfa
冲口	uskk
冲顶	ussd
美籍华人	utmw
新科状元	utuf
益寿	uuof
癫痫病	uuue
亲如一家	uvgp
兼爱	uvjd
前人栽树	uwjs
剪枝	uwsf
前例	uwwb
速记员	uykm
毁林	vame
好少	vbit
专刊	vcfj
专座	vcoa
始建	vcwf
独辟蹊径	vdlh
半老徐娘	vfhv
摩天大厦	vgdd
杂项	viad
杂书	vihb
卖座	vioa
狡兔三窟	vldp
猛回头	vliw
专制制度	vlll
九分之一	vmpg
群情激昂	vnij
媚骨	vnxh
灵隐	vobq
退团	vplf
点钞机	vqsn
狗年	vsak
独木难支	vscf
狗鱼	vsct
鼠标垫	vshf
专科毕业	vtao
嫩江	vuia
魔兽争霸	vuqf
储蓄率	waac
仪态万方	wdgp
命令行	wdhw
伏特	wdnf
人造地球卫星	wefj
做一天和尚撞一天钟	wggq
便桶	wgsc
休眠期	whhe
仁波切	wiav
人头马	wico
斜杠	wisa
途程	witk
伸腰	wjes
蛋皮	wjhc
低能儿	wjqq
人口基数	wkho
伯恩	wkld
偏听偏信	wkww
伪饰	wlht
侧后	wmfk
催办	wmlm
催奶	wmve
人心浮动	wnic
佩特	wnnf
倾囊相助	wnte
人情练达	wnxd
健康码	wodc
偏下	wogh
偏光	wokh
偏听	wokr
偏盲	woyh
偏安一隅	wpgb
仰止	wqch
假账	wrmh
假案	wrpv
合数	wtov
合闸	wtuu
命里有时终须有	wuee
伴君如伴虎	wvvh
伟绩	wvxg
健脑	wwey
俭约	wwxq
侮蔑	wxal
传统武术	wxgs
合纵连横	wxls
斗败	wymt
信札	wysn
纵步	xaci
编年体	xawj
练熟	xayb
纵谈	xayo
强烈谴责	xbyg
经痛	xcuc
经停	xcwh
纪念版	xdsr
绥远	xefq
纯真年代	xfah
每一届	xgnn
贵不可言	xgsy
井绳	xgxk
维基百科	xhdt
红得发紫	xhhc
张目	xhhh
张榜	xhsu
绿藻	xjai
绿营	xjap
划界	xjlw
缄口不言	xkgy
犟嘴	xkkc
缉捕	xkrb
细观	xlcm
细目	xlhh
细润	xliu
贵庚	xmov
绿林好汉	xmvi
红双喜	xofa
缩量	xpjg
进占	xpvh
进组	xpxe
竟达	xqdp
戈尔巴乔夫	xqja
绝逼	xqrl
卷首语	xqys
维基	xrhf
繁丽	xtgy
弱光	xukh
纷纷攘攘	xxrr
组织委员	xxtk
永动机	ycsn
译稿	ycth
充好	ycvb
育幼	ycxl
译音	ycxy
评阅	yfud
请功	ygal
言不及义	ygey
盲杖	yhsg
订书机	yhsn
讹人	yhwo
就擒	yirw
衣履	yknh
调频	ymci
调协	ymfl
调治	ymic
认贼作父	ymwm
望风而逃	yndi
谜面	yodl
就那样吧	yosk
语素	ysgx
语丝	ysxx
夜车	ywlg
匹夫无罪	aafl
工薪族	aapc
巫妖	aavm
比萨斜塔	aawf
葬埋	abfu
芸香	actj
菜饭	aehr
菜油	aein
茫无头绪	afix
甘居	afnd
坐骨	afxh
工件	agwp
花簇	ahtp
花体	ahwj
东胡	aide
薄层	ainc
黄河之水天上来	aipx
蓝藻	ajai
荆轲刺秦王	aleg
欧罗巴	aljn
英剧	amnd
攻心为上	anlh
黄烟	anol
七喜	aofa
芦笙	aotp
年方二八	apfm
芳泽	apic
花生油	apin
荣任	apwq
切尔西	aqsg
艺术手法	asci
攻擂	atrf
获致	avat
草创	avwl
药单	axul
葬身鱼腹	ayce
黑棋	bbsh
出海口	bckk
取反	bcrc
奥威尔	bdqi
承传	bdwv
随感	bedr
出土文物	bfcn
墨翟	bfnr
墨客	bfpo
残次	bgky
补短	bhcg
帕斯卡尔	bhmq
出污泥而不染	biii
飘曳	bijx
阳具	bjeu
陡壁	bkda
出口商	bker
出齐	bmcj
出港	bmir
出恭	bmri
玉米花	boah
子金	bobu
孤胆	boej
帕米尔	boqi
孤拐	borv
辽金	bpbu
孤军作战	bpwv
阿尔及尔	bqeq
幡然悔悟	bqnn
奥勒留	bqqy
主要成员	bspk
金匾	buao
金疮药	buax
金质	burf
限流	bviy
除霜	bwft
死城	bxfp
死球	bxgf
主键	byqw
主祭	byww
齿形	cbee
驻场	cbfv
知子莫若父	cbsm
骑驴找马	ccrc
手动挡	ccri
矜夸	cddg
通令	cedy
通窍	cepa
预选赛	cepm
肯塔基州	cfhj
圣代	cfhy
智者千虑	cfqh
文不对题	cgej
云吞	cggd
云南大学	chdi
通行无阻	chfb
手账	chmh
文学性	cinp
观光团	cklf
矢车菊	claq
动轮	cllw
买路钱	clqg
又及	cney
文以载道	cnjq
智囊团	cnlf
此情可待	cnsh
马球	cogf
鱼米之乡	copx
叉烧包	coql
刘寄奴	cpvc
手写体	cpwj
鸡眼	cqhv
欢跃	cqlm
鸡杂	cqvi
难弄	crga
马拉多纳	crqx
手机报	csri
鱼苗	ctal
预处理	ctgu
海派	cuir
海象	cule
海怪	cunc
海西	cusg
文玩	cygf
文意	cyxn
臂助	dael
辟易	dajq
砸锅	daqk
左键	daqw
壁立	dauu
破阵子	dbbo
大鱼吃小鱼	dckc
石棉	ddsk
戊戌维新	ddxu
面有菜色	deaq
胡佛	dewx
在商言商	deye
压货	dfhm
布雷德利	dfht
夸克	dgdq
在天有灵	dgev
古谚	dgyu
古斯塔夫	dhfa
艳情	dhng
破处	dhth
丰产	dhut
奋发努力	dhvl
石河子	dibo
三选	dieq
砂眼	dihv
石油危机	diqs
厚生	djpg
原码	dkdc
百听不厌	dkgd
感叹词	dkyn
大路货	dlhm
三跪九叩	dlvn
破财消灾	dmip
三段式	dnaa
总重	dnqu
碾磨	dnvd
大显	dojo
大图	dolt
大篆	dotx
古生代	dphy
大宴宾客	dppp
三角裤	dqbo
克难	dqcr
布尔乔亚	dqmg
面色如土	dqvf
破折号	drkw
大权独揽	dsvr
故世	dtkd
春兰秋菊	duta
总产值	duwf
顾命大臣	dwda
三剑客	dwpo
三级片	dxst
领英	dyam
戍守	dypf
肛肠	eaev
选项卡	eamh
胎毛	eccn
胼手胝足	ecel
氢氧	ecep
胎膜	eces
盈门	ecuy
有百害而无一利	edjt
形声	eefn
月卡	eemh
膘肥体壮	eewu
先天下之忧而忧	eggn
氧化性	ehnp
月是故乡明	ejdj
肥仔	ejwb
有口难辩	ekca
造酒	ekis
告罪	eklm
貌相	ektg
盘石	eldd
脚踏板	elsr
船东	enai
用心险恶	enbg
船厂	endg
开荤	eoap
开襟	eobm
开园	eolf
气宇不凡	epgn
氨水	ephi
月销量	eqjg
彩色电视机	eqjs
胸卡	eqmh
有根有据	eser
采油	esin
开幕词	esyn
腹心	etni
脚痛医脚	euae
用人不疑	ewgx
有何见教	ewmf
胶合板	ewsr
无规矩不成方圆	facl
老花眼	fahv
塔林	fame
无药可医	fasa
真金不怕火炼	fbgo
教民	fbne
志愿书	fdhb
吉布提	fdrj
真忙	feny
直拨	ferh
直拳	fexc
雷声大雨点小	ffdi
圭臬	ffts
平平稳稳	fftt
霍元甲	ffuh
无远弗届	ffxn
地理大发现	fgdg
干热	fgho
干仗	fgwg
无踪无影	flfk
地县	fmec
地膜	fmes
罄尽	fnnm
赦令	fody
赤忱	fonp
求生不得	fpgh
真空管	fptp
地方病	fpue
无名小辈	fqim
均摊	fqrc
地道战	fqvx
平反昭雪	frjf
无关大局	fsdn
无产	fsut
远程办公	ftlm
平谷	fumr
丧家	fupe
平信	fuwy
雪柜	fvsa
无线网	fxmd
过宽	fypa
老调重弹	fyqx
不到黄河心不死	gaab
豆苗	gaal
武夷	gagx
武警官兵	gapr
豆奶	gave
豆绿	gaxj
正告	gcek
不知肉味	gcmk
不知凡几	gcnn
正误	gcyk
天幸	gdfu
静态变量	gdpj
互助会	geoc
下脚料	geow
靓仔	gewb
球茎	gfac
王老吉	gffk
球类	gfod
丈二和尚	gftj
歪理邪说	ggry
下院	ghbp
天高气爽	ghed
下泄	ghik
表演艺术家	giap
万能胶	gjeu
一朝被蛇咬	gkbk
一哄而起	gkdk
珠圆玉润	glbi
画虎	glhn
不畏强暴	glxj
不见兔子不撒鹰	gmlo
瓦全	gnox
不敏	gnxt
一个萝卜一个坑	goaf
晋商	goer
恶露	gofl
恶声	gofn
一家之长	gpph
正负极	gqse
末节	gsab
一枕黄粱	gsai
不可容忍	gspv
天香国色	gtlq
不灵敏	gvxt
责任区	gwar
一人得道	gwhq
珍异	gwla
毒犯	gxvl
丽质	gyrf
恶语中伤	gysw
一言半语	gyvy
瞒骗	haco
眩光	hakh
上海交通大学	hcui
货运站	hcuv
书面表达	hdgd
长臂猿	hdvf
旧石器	hdxd
期颐	heay
南齐	hecj
待岗	hfmm
基情	hfng
垫板	hfsr
目无尊长	hfuh
发不出去	hgbl
征尘	hgif
眼不见心不烦	hgmo
行行出状元	hhbf
虎虎生威	hhpd
饿虎扑食	hhrh
卢湾区	hiar
水层	hinc
化学方程式	hipa
水獭	hivu
水禽	hiwy
旧习	hjnu
旧债	hjwg
餐风饮露	hnhf
虎尾	hnnc
徇情枉法	hnsi
虚岁	homq
餐台	hqck
餐会	hqoc
高危人群	hqwv
御侮	hrwx
长斋	hscd
长圆	hslk
长片	hsst
虎入羊群	htpv
很松	hvsm
代人受过	hwjf
活菩萨	iaab
少年犯	iavl
学工	ibag
学养	ibpj
渤海湾	icip
滨海新区	icua
渔乡	icxt
湖泽	idic
滑石粉	idom
污水处理厂	ihtd
波普	ihuo
沙漠化	iiht
混淆是非	iijm
沙市	iivm
小传	iiwv
滤波器	iixd
泡沫经济	iixi
混吃	ijks
漫谈	ijyo
漂白粉	ikom
渐露	ilfl
泥垢	inff
潜心于	infh
汉尼拔	inrd
消火栓	ioso
浑如	ipvk
湾仔	ipwb
活脱	iqed
兆瓦	iqgn
漠然置之	iqlp
活字	iqpb
沂蒙	irap
沸反盈天	ireg
深巷明朝卖杏花	irja
港片	irst
港九	irvo
河塘	isfo
学术水平	ishf
池中之物	ispn
酒浆	isuq
渊薮	itao
省视	itom
少佐	itwd
泛音	itxy
波普尔	iuqi
润笔	iutc
染有	ivef
浸渍	ivig
头角	iwqe
沦入	iwty
滑步	ixci
涨粉	ixom
测试工具	iyae
液氢	iyec
流食	iyhh
流拍	iyrk
照葫芦画瓢	jaab
日薪	jaau
师出无名	jbfq
常轨	jblv
顺向	jdbk
明秀	jete
割地赔款	jfmf
旱情	jfng
杀一儆百	jgwd
畅顺	jhjd
申斥	jhry
录个	jiot
本集	jjmb
能量守恒	jjpn
本岛	jjqm
蝴蝶兰	jjuf
受贿案	jmpv
电泳	jniy
电笔	jntc
电熨斗	jnwy
电焊工	joag
晕菜	jpae
易守难攻	jpca
监察局	jpns
蛇纹	jpxc
蟾宫	jqpk
截稿	jrth
暴瘦	jruv
晤面	jsdl
蝮蛇	jtjp
本季度	jtlc
蜂箱	jttt
旱冰鞋	juqf
归服	jvei
归舟	jvet
照临	jvjt
明修栈道	jwsq
裁制	jylj
裁处	jyth
哈工大	kado
越军	kapl
曲笔	katc
嘴软	kclq
吹灰之力	kdpl
吐故纳新	kdxu
的确良	kdyv
喷气式	keaa
吸尘	keif
嚅动	kfcl
哇噻	kfkp
吓阻	kgbe
叫天天不应	kggo
哑火	kgoy
白垩纪	kgxl
超水平	khfu
光杆	khsf
影展	kina
唱功	kjal
口活	kkiq
吃哑巴亏	kkjg
口嗨	kkkc
咋会	kkoc
口技	kkrf
影响极坏	kksf
口部	kkuk
世界之窗	klpp
起驾	klvc
资粮	kmoy
叫兽	knul
呢绒	knxx
皖南	kphe
哈尔滨工业大学	kqii
白茅	ktac
喀秋莎	ktai
喘息未定	ktfp
咬舌	kuqt
超卓	kvhv
白费心机	kxns
车匪路霸	lalf
异见	lams
异或	laxk
国丧	lbfu
国宾	lbpr
国仇	lbwv
困难户	lcoo
固着	ldph
四肢发达	lehd
四脚蛇	lejp
置评	lfyf
车裂	lgbj
罪责难逃	lgci
罪恶滔天	lgig
为万世开太平	lgkf
车锁	lgqi
四出	libm
四通	lice
四旬	liqj
跳投	lirx
四伏	liwd
路易威登	ljdw
辖地	ljfm
回航	lkey
圆口	lkkk
回炉	lkoo
四口之家	lkpp
圆熟	lkyb
踽踽而行	lldh
畏罪潜逃	llii
囫囵觉	llim
男团	lllf
四则运算	lmct
轧钢	lnqm
思科	lntw
连号	lpkw
国家图书馆	lplh
连写	lppq
软考	lqfw
羁留	lqqy
羁縻	lqvx
跌势	lrhl
改易	ltjq
图名	ltqk
改扮	ltrm
改任	ltwq
较比	luax
团市委	lvtv
输氧	lwep
回音壁	lxda
边缘学科	lxit
已还	lygp
已接	lyru
已阅	lyud
雨花石	madd
同花顺	majd
爷儿	mbqq
公筷	mctn
八面威风	mddn
保存期	mdhe
岩羊	mdpy
网校	mdsu
看押	meru
赌瘾	mfub
赌狗	mfvs
山不转水转	mgll
华南地区	mhfa
山高皇帝远	mhkf
卡纸	mhxs
攀亲	miui
保真	mkfe
保外	mkqh
翻印	mlsb
婴幼	mmxl
败局已定	mnlp
财迷心窍	monp
败军之将	mppu
肉包子打狗	mqbv
梦圆	mqlk
楚留香	mqtj
分析家	mspe
败毒	mtgx
分税制	mtlj
分阴	mvbe
岔气	mvet
盆浴	mvim
内联	mwbs
禁运	mwcp
内兄	mwkq
内推	mwrr
贼船	mxen
华商	mxer
斐济	mxic
同乡会	mxoc
公约数	mxov
非标	mxsw
网络红人	mxxw
民主运动	nbcc
憨态	nbdu
民主政府	nbgo
邮资	nbkm
邮车	nblg
快播	nbrm
邮务	nbtl
司马昭之心	ncjn
尾大不掉	ndgr
民丰	nedh
尺有所短	nelc
惧内	nemw
民航局	nens
情杀	ngjt
卫斯理	nhgu
收房	nhop
收发室	nhpa
眉批	nhra
以德报德	nhrh
由易到难	njac
卫星通信	njcw
心明眼亮	njhh
情趣内衣	nkmy
尺蠖	nmja
收购站	nmuv
凤凰卫视	nnno
惊悚片	nnst
心心相通	nntc
民族经济	npxi
凡尔赛宫	nqpp
物质文明建设	nrcy
心中无数	nsfo
飞盘	nuel
心里打鼓	nurf
事外	nvqh
尼加拉瓜	nvro
以纯	nwxb
事缓则圆	nxml
惯偷	nxww
以身殉国	nybl
双黄连	oalp
各报	oari
米格	oaso
断袖之癖	obpu
迷魂药	ocax
类聚	odbc
烦腻	odea
庆寿	odof
煤气炉	oeoo
寿面	ofdl
烤肠	ofev
庄田	oflh
社火	ofoy
各行其道	ohhq
火上加油	ohvi
爆菊	ojaq
神掌	ojjc
判为	ojlu
视为知己	olcl
库容	olpr
礼拜二	omfi
视事	omnv
全网首发	omqh
废物利用	onte
双精度	oolc
烷基	ophf
数字信号处理	opwg
炮烙	oqoo
火把节	orab
精兵简政	ortg
底纹	osxc
灯谜	osyo
广交	otur
凿凿	ouou
个别现象	ovgl
数九	ovvo
神仙姐姐	owvv
神经科	oxtw
火具	oyeu
会计事务所	oynl
安东尼奥	panb
宽解	paqe
字表	pbgk
变帅	pcjb
军令如山	pdvm
守纪	pfxl
宣武区	pgar
生熟	pgyb
穿街过巷	phfr
旅游线路	pixl
冥顽	pjfq
农艺	pkan
空口无凭	pkfw
农贸	pkqy
穷寇	plpf
军伍	plws
成败在此一举	pmdc
家属区	pnar
成事在天	pndg
蜜枣	pnei
羞恶	pngo
蜜源	pnid
实心实意	pnpx
客舱	poew
牢头	ppiw
安安全全	ppoo
冠军杯	ppsg
宁折不弯	prgp
空际	psbw
牛黄	ptan
牛饮	pthq
定积分	ptmv
牛刀	ptvn
富甲天下	pugg
善本	pujj
寒峭	pumi
寒邪	purt
生产建设	puwy
宝刀未老	pvff
字如其人	pvhw
安监	pvjl
成人高考	pwhf
穹隆	pxbt
字母表	pxgk
方药	pyax
方剂	pycj
龟苓膏	qahk
甜酸	qasc
魑魅	qcqc
危崖	qdmd
勾股定理	qepg
触媒	qeva
镇平	qffu
包二奶	qfve
钱眼	qghv
外迁	qhqp
外经	qhxc
乐评	qiyf
色子	qjbo
色图	qjlt
贸易争端	qjqu
靶标	qjsw
贸易部	qjuk
色谱	qjyu
锦鸡	qkcq
名店	qkok
名模	qkss
铁路网	qlmd
怨悔	qlnx
镀锌	qlqa
重力加速度	qlvl
鸳鸯浴	qmim
锻打	qnrs
多米尼加	qonv
迎宾馆	qphp
适婚	qpvs
道途	qpwi
迁离	qpyb
钦犯	qqvl
钨丝	qqxx
铁艺	qran
铁手	qrch
铁幕	qrsb
枭首	qsqy
铁杵磨成针	qsvq
敌舰	qtem
锈斑	qtgc
负相关	qtsy
重出	qubm
魁北克	qudq
钾盐	qufh
重汽	quie
重口	qukk
重判	quoj
敌占区	qvar
急智	qvck
银矿	qvdo
急啥	qvkb
银粉	qvom
银奖	qvuq
舌战群儒	qvvw
键帽	qwbj
铁人三项	qwda
乐悠悠	qwwh
外经贸	qxqy
首开	qyeo
首句	qyst
首站	qyuv
首份	qywm
捞金	rabu
反口	rckk
反方	rcpy
反打	rcrs
反串	rcsk
反例	rcwb
揉合	rcwt
撒克逊	rdbi
反贪污	rdig
摆龙门阵	rdub
拔群	rdvt
捧读	rdyv
摇尾	renc
抗干扰	rfrd
插班生	rgpg
共约	rgxq
排水量	rhjg
报界	rilw
失学儿童	riqu
报幕	risb
提箱	rjtt
舞艺	rlan
缺项	rmad
排戏	rmcx
托收	rmnh
扮酷	rmse
换届选举	rnec
拟于	rnfh
拟物	rnnq
扩展名	rnqk
接收机	rnsn
擢升	rnta
抽穗	rntg
拟稿	rnth
焦灼不安	rogp
抓饭	rohr
抓痒	roup
挖补	rpbh
近情	rpng
插班	rqgv
接触不良	rqgy
挺热	rqho
打针吃药	rqka
换岗	rqmm
拆迁户	rqoo
指挥若定	rrap
推知	rrck
携款	rrfw
折冲	rrus
投机钻营	rsqa
雅乐	rtqi
牙髓	rtxd
招贤纳士	rtxf
掸子	rubo
提前量	rujg
押题	rujw
押赴	rukh
打前站	ruuv
招贤	rvtm
抢注	rwib
反倾销	rwqi
失群	rwvt
拾级	rwxe
持续发酵	rxhs
指纹识别	rxyv
我就看看	rymm
横遭	saem
核黄素	sagx
核工业	saoh
横逆	saub
权时	scjf
橘猫	scva
西气东输	seal
构造函数	sebo
酷夏	sedh
植皮	sfhc
棱镜	sfqx
中铺	shqb
桁架	shvs
中缝	shxt
档子	sibo
昏头转向	silb
五双	sioe
五伦	siww
查票	sjbi
棉服	skei
顶呱呱	skko
中国武术	slgs
格林威治	smdi
中华书局	smhn
中央情报局	smnn
横看成岭侧成峰	smpm
桥栏	smsu
松竹	smtt
松狮	smvj
桥架	smvs
机耕	sndi
忠顺	snjd
横断面	sodl
楼价	soww
可穿戴设备	spjo
西安交通大学	spui
够数	sqov
板型	srej
柠檬黄	ssan
机械工程	ssat
朽木不可雕	ssgm
关帝庙	suon
梅兰竹菊	suta
核战争	svqs
标称	swtq
西敏寺	sxff
醉翁	symc
关岛	syqm
忠言逆耳利于行	syuh
筑坝	tafm
升序	taoc
升斗	tawy
私学	tcib
利令智昏	tdcs
臭鼬	tdvu
筋络	texo
相马	tgco
自不待言	tghy
相扰	tgrd
算入	thty
香港大学	tidi
香港中文大学	tisi
香干	tjfg
复眼	tjhv
复本	tjjj
粤海	tkcu
复员军人	tkpw
程控	tkrp
自叹弗如	tkxv
血崩	tlme
笑星	tmjp
秋粮	tooy
篇篇	toto
鼻毛	tpcn
自成一家	tpgp
鼻饲	tphn
管材	tpsf
管件	tpwp
称意	tqxn
科技文化	trch
科西嘉岛	tsfq
香槟酒	tsis
朱批	tsra
简慢	tunj
竖排	turm
臭架子	tvbo
紧促	txwl
答记者问	tyfu
童年阴影	uabk
冷藏车	ualg
端茶递水	uauh
立陶宛	ubpq
并列第一	ubtg
冷食	udhh
状态栏	udsu
壮歌	ufaq
壮行	ufhw
闷声闷气	ufue
美型	ugej
病得不轻	uhgl
闭目塞听	uhpk
新罗	uilq
闽江	ujia
问题分析	ujms
速录机	ujsn
剖面	ukdl
减员增效	ukfu
问事	uknv
兽行	ulhw
北卡罗来纳	umlx
普华永道	umyq
问心有愧	unen
飒然	unqd
阁员	uokm
旁顾	updb
冲冠一怒为红颜	upgu
门儿清	uqig
闻名中外	uqsq
交电	urjn
整垮	utfd
敕封	utff
闸北区	uuar
冷凝水	uuhi
闸口	uukk
美人痣	uwuf
凉面	uydl
北京理工大学	uygi
门罗	uylq
门钉	uyqs
麻辣香锅	vatq
九年级	vaxe
好乖	vbqu
驽马	vcco
专拣	vcra
别具匠心	vean
独具慧眼	vedh
别有天地	vegf
奶白	vekt
专用版	vesr
奸险	vfbw
猪腰	vfes
忍者神龟	vfoq
猪排	vfrm
独往独来	vhvx
麻省理工	viga
独龙	vjdx
加盟店	vjok
别论	vjyw
狼图腾	vlex
违拗	vnrx
加试	vnya
灵慧	vodh
九流	voiy
九旬	voqj
姓啥	vpkb
驾鹤西去	vpsl
娱乐界	vqlw
摩尔定律	vqph
战争片	vqst
即插即用	vrve
群友	vtdc
女追男	vtll
女表	vvgk
女模	vvss
妇产	vvut
战云	vxcg
借重	waqu
人靠衣装	weyu
佳婿	wfvw
伯夷叔齐	wgmc
俱往矣	whcc
停刊	whfj
停售	whrk
任其自然	whtq
候诊	whyw
斜率	wiac
催泪瓦斯	wigh
体脂	wjex
伤害罪	wjlm
偶或	wjxk
蛋卷	wjxl
促动	wlcl
何罪之有	wlpe
创优	wlwd
创维	wlxr
俗艳	wmdh
催乳	wmeb
何必当初	wnib
人防	wobp
佛祖保佑	womw
人生七十古来稀	wpat
传家之宝	wppp
仿宋体	wpwj
凭恃	wqnf
凭单	wqul
伊拉克战争	wrdq
偷换概念	wrsd
低腰	wses
体检表	wsgk
合川	wtjt
伤财	wtmf
假痴不癫	wugu
倍添	wuig
位能	wujx
健美操	wurk
偏旁部首	wuuq
偷光	wwkh
祭灶	wwof
众人拾柴火焰高	wwrh
做人要厚道	wwsq
人强马壮	wxcu
禽畜	wyac
倡议书	wyhb
命该如此	wyvc
练歌	xaaq
红名	xaqk
纯铁	xbqr
经验论	xcyw
纪念堂	xdjf
纪念币	xdtb
绿豆糕	xgou
缙绅	xgxj
结发夫妻	xhag
绿水长流	xhhi
张献忠	xhsn
经济区	xiar
纱灯	xios
缩头缩脑	xixe
费米	xjoa
经世致用	xkae
强取	xkbc
约翰内斯堡	xkmm
缴销	xkqi
缉查	xksj
细琐	xlgi
贵港	xmir
纳福	xmor
幻灯	xnos
编年	xoak
编目	xohh
意料之内	xopm
综治	xpic
纸包不住火	xqgo
竟日	xqja
绝命	xqwn
弹指之间	xrpu
结构主义	xsby
缴枪不杀	xsgj
乡贤	xttm
绞缠	xuxo
续娶	xvbc
综合频道	xwcq
丝虫	xxjh
经纬度	xxlc
每所	xxlr
音准	xyur
良药苦口利于病	yaau
谋虑	yahn
该词	yayn
试讲	yayx
敦实	ybpi
请愿书	ydhb
赢球	yegf
诗兴	yfco
射击场	yffv
永志不忘	yfgy
评鉴	yfjb
记者站	yfuv
弃恶从善	ygap
躺平	yjfu
课税	yjtd
记录簿	yjti
哀切	ykav
衣钩	ykqq
谭咏麟	yksx
调车	ymlg
充分体会	ymwo
词选	yneq
词量	ynjg
语惊四座	ynlo
请神容易送神难	yopc
言之无物	ypfn
详略	yplo
义弟	yrux
身兼数职	yuob
谱儿	yuqq
读秒	yvti
壅塞	yxpf
九米	vooa
节节胜利	aaet
七七事变	aanp
黄花闺女	aauv
黄巾起义	abky
玄参	accd
劳而无功	adfa
萨克斯管	adht
莱布尼茨	adna
